code,brk_height,brk_tt_len,longhu_dis,xt_start,xt_end,brk_end,stage,date
ccbeb314788fd5675a7bd6e31740e031,33.33,3,2,2018-07-06,2018-08-09,2018-08-14,5,2018-08-10
a1f807b7440519ad04168ffcc6edc550,3.83,2,-1,2018-02-22,2018-03-02,2018-03-06,5,2018-03-05
a1f807b7440519ad04168ffcc6edc550,7.97,1,-1,2018-06-21,2018-07-11,2018-07-12,5,2018-07-12
c3ceb4051a45ac1a8a73d71c29ab83ec,9.99,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
8f6f1a461d522306cc4e557825811b6e,6.01,1,-1,2018-02-13,2018-02-28,2018-03-01,5,2018-03-01
61e1010903377a547ff6a2c6e1350f47,10.0,1,-1,2018-02-13,2018-02-28,2018-03-01,5,2018-03-01
61e1010903377a547ff6a2c6e1350f47,16.86,2,-1,2018-04-18,2018-06-12,2018-06-14,5,2018-06-13
b79a320458dcb5e6f3295835c80018cb,9.73,8,-1,2018-02-22,2018-03-02,2018-03-14,5,2018-03-05
b79a320458dcb5e6f3295835c80018cb,10.04,1,-1,2018-03-26,2018-05-14,2018-05-15,5,2018-05-15
b79a320458dcb5e6f3295835c80018cb,27.36,3,0,2018-05-15,2018-06-01,2018-06-06,5,2018-06-04
90d16f1848572f05ce262ffb8ab5da5e,6.98,3,-1,2018-02-23,2018-03-08,2018-03-13,5,2018-03-09
90d16f1848572f05ce262ffb8ab5da5e,13.83,3,0,2018-03-13,2018-03-22,2018-03-27,5,2018-03-23
90d16f1848572f05ce262ffb8ab5da5e,4.17,2,-1,2018-06-19,2018-07-02,2018-07-04,5,2018-07-03
90d16f1848572f05ce262ffb8ab5da5e,6.06,4,-1,2018-07-04,2018-07-20,2018-07-26,5,2018-07-23
775487400f6049f28c80a6a87937d594,4.56,3,-1,2018-02-27,2018-03-07,2018-03-12,5,2018-03-08
775487400f6049f28c80a6a87937d594,37.17,4,2,2018-06-19,2018-06-28,2018-07-04,5,2018-06-29
286c87c9df7e5bd33bdc2a66d4bfe74f,6.25,2,-1,2018-02-13,2018-03-09,2018-03-13,5,2018-03-12
286c87c9df7e5bd33bdc2a66d4bfe74f,15.19,2,-1,2018-06-21,2018-07-09,2018-07-11,5,2018-07-10
286c87c9df7e5bd33bdc2a66d4bfe74f,13.63,2,1,2018-07-12,2018-07-31,2018-08-02,5,2018-08-01
ee0f15369a46ef4b90025bbfdf8f5f55,8.65,2,1,2018-03-26,2018-05-18,2018-05-22,5,2018-05-21
ee0f15369a46ef4b90025bbfdf8f5f55,4.52,2,-1,2018-05-22,2018-06-07,2018-06-11,5,2018-06-08
a6010e8ac36f2f42284225d017b1e433,11.83,4,-1,2018-02-26,2018-03-07,2018-03-13,5,2018-03-08
a6010e8ac36f2f42284225d017b1e433,13.16,2,0,2018-03-23,2018-04-12,2018-04-16,5,2018-04-13
a6010e8ac36f2f42284225d017b1e433,14.72,2,1,2018-07-05,2018-07-20,2018-07-24,5,2018-07-23
451afc3bd948ae791394055dcdfd6bcb,10.02,1,-1,2018-02-22,2018-03-05,2018-03-06,5,2018-03-06
451afc3bd948ae791394055dcdfd6bcb,14.52,2,0,2018-03-23,2018-05-15,2018-05-17,5,2018-05-16
451afc3bd948ae791394055dcdfd6bcb,4.35,1,-1,2018-05-17,2018-05-25,2018-05-28,5,2018-05-28
451afc3bd948ae791394055dcdfd6bcb,5.31,1,-1,2018-06-19,2018-07-30,2018-07-31,5,2018-07-31
b2d17ee69b8bf5facbf3adbd5c38d4e7,5.13,2,-1,2018-02-22,2018-03-08,2018-03-12,5,2018-03-09
47658945a9f7023143bea2b222474e07,8.07,3,-1,2018-02-27,2018-03-12,2018-03-15,5,2018-03-13
47658945a9f7023143bea2b222474e07,34.58,5,2,2018-03-15,2018-03-29,2018-04-09,5,2018-03-30
47658945a9f7023143bea2b222474e07,6.0,1,-1,2018-04-23,2018-05-18,2018-05-21,5,2018-05-21
9bd27263d35615a1c90474d49c6b4bb0,3.3,1,-1,2018-03-26,2018-04-03,2018-04-04,5,2018-04-04
9bd27263d35615a1c90474d49c6b4bb0,3.1,1,-1,2018-06-19,2018-07-02,2018-07-03,5,2018-07-03
9bd27263d35615a1c90474d49c6b4bb0,4.79,3,-1,2018-07-03,2018-07-19,2018-07-24,5,2018-07-20
28e1804fa20a27a60a24bbe72c88069a,8.63,4,-1,2018-02-27,2018-03-07,2018-03-13,5,2018-03-08
28e1804fa20a27a60a24bbe72c88069a,3.3,3,-1,2018-03-13,2018-03-29,2018-04-03,5,2018-03-30
28e1804fa20a27a60a24bbe72c88069a,4.37,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
28e1804fa20a27a60a24bbe72c88069a,2.83,2,-1,2018-06-29,2018-07-20,2018-07-24,5,2018-07-23
28e1804fa20a27a60a24bbe72c88069a,21.02,2,1,2018-07-30,2018-08-10,2018-08-14,5,2018-08-13
52b173fec6873c0c961c1251ed22b964,6.98,3,-1,2018-03-02,2018-03-28,2018-04-02,5,2018-03-29
52b173fec6873c0c961c1251ed22b964,11.34,2,-1,2018-04-02,2018-04-20,2018-04-24,5,2018-04-23
52b173fec6873c0c961c1251ed22b964,25.16,3,2,2018-06-19,2018-07-30,2018-08-02,5,2018-07-31
acec9c150659ba51c522944fd53836ab,16.84,2,-1,2018-02-26,2018-03-20,2018-03-22,5,2018-03-21
acec9c150659ba51c522944fd53836ab,3.71,2,-1,2018-04-23,2018-05-07,2018-05-09,5,2018-05-08
acec9c150659ba51c522944fd53836ab,9.98,1,-1,2018-06-19,2018-07-03,2018-07-04,5,2018-07-04
3a934c1959fb871a2fd5d6272f6a5659,8.17,3,-1,2018-02-22,2018-03-07,2018-03-12,5,2018-03-08
3a934c1959fb871a2fd5d6272f6a5659,9.91,1,0,2018-03-26,2018-04-11,2018-04-12,5,2018-04-12
3a934c1959fb871a2fd5d6272f6a5659,6.92,4,-1,2018-06-25,2018-07-23,2018-07-27,5,2018-07-24
3a934c1959fb871a2fd5d6272f6a5659,9.88,1,-1,2018-07-27,2018-08-13,2018-08-14,5,2018-08-14
33c122038dff1341cc3d343797c8e9a5,4.1,3,-1,2018-03-01,2018-03-29,2018-04-03,5,2018-03-30
33c122038dff1341cc3d343797c8e9a5,19.48,4,2,2018-04-03,2018-05-15,2018-05-21,5,2018-05-16
33c122038dff1341cc3d343797c8e9a5,2.76,2,-1,2018-06-27,2018-07-17,2018-07-19,5,2018-07-18
33c122038dff1341cc3d343797c8e9a5,4.36,1,-1,2018-07-19,2018-07-30,2018-07-31,5,2018-07-31
069f1869f2906016af5bc65796ad9944,7.23,1,-1,2018-02-13,2018-03-02,2018-03-05,5,2018-03-05
069f1869f2906016af5bc65796ad9944,4.55,2,-1,2018-03-05,2018-03-26,2018-03-28,5,2018-03-27
13c473e212ef1acfd4bfe1444cb5e92b,49.3,5,1,2018-05-30,2018-06-08,2018-07-02,5,2018-06-11
13c473e212ef1acfd4bfe1444cb5e92b,10.06,1,-1,2018-07-06,2018-07-25,2018-07-26,5,2018-07-26
30535a1e1f829b4081d1404e565726e5,3.0,1,-1,2018-02-13,2018-02-28,2018-03-01,5,2018-03-01
30535a1e1f829b4081d1404e565726e5,13.18,2,0,2018-04-17,2018-04-26,2018-05-02,5,2018-04-27
30535a1e1f829b4081d1404e565726e5,17.38,6,-1,2018-06-19,2018-07-06,2018-07-16,5,2018-07-09
30535a1e1f829b4081d1404e565726e5,9.68,2,-1,2018-07-16,2018-07-25,2018-07-27,5,2018-07-26
42acb159a2a7b2097d28f283f97746bd,10.84,3,-1,2018-02-26,2018-03-08,2018-03-13,5,2018-03-09
42acb159a2a7b2097d28f283f97746bd,10.09,1,-1,2018-06-21,2018-08-13,2018-08-14,5,2018-08-14
80afb98b3bfa989e3c2d53e799c035e0,2.78,2,-1,2018-02-27,2018-03-09,2018-03-13,5,2018-03-12
80afb98b3bfa989e3c2d53e799c035e0,13.08,2,0,2018-04-02,2018-04-17,2018-04-19,5,2018-04-18
80afb98b3bfa989e3c2d53e799c035e0,7.55,2,-1,2018-06-27,2018-07-13,2018-07-17,5,2018-07-16
99754fc9a9125cbb19e2c79e8915f0ba,12.18,2,-1,2018-02-27,2018-03-07,2018-03-09,5,2018-03-08
99754fc9a9125cbb19e2c79e8915f0ba,6.06,1,-1,2018-03-13,2018-03-26,2018-03-27,5,2018-03-27
99754fc9a9125cbb19e2c79e8915f0ba,3.56,2,-1,2018-03-27,2018-04-25,2018-04-27,5,2018-04-26
99754fc9a9125cbb19e2c79e8915f0ba,9.98,1,0,2018-06-26,2018-07-09,2018-07-10,5,2018-07-10
6107776a7bfbfc8eee3c788aec5d0285,8.4,1,-1,2018-03-07,2018-03-26,2018-03-27,5,2018-03-27
6107776a7bfbfc8eee3c788aec5d0285,19.0,4,2,2018-03-30,2018-04-13,2018-04-19,5,2018-04-16
6107776a7bfbfc8eee3c788aec5d0285,9.29,5,-1,2018-06-01,2018-06-12,2018-06-20,5,2018-06-13
6107776a7bfbfc8eee3c788aec5d0285,4.08,1,-1,2018-07-03,2018-07-20,2018-07-23,5,2018-07-23
6107776a7bfbfc8eee3c788aec5d0285,9.59,2,-1,2018-07-31,2018-08-09,2018-08-13,5,2018-08-10
ff06aaf9b1981f095765f110f7108238,3.51,2,-1,2018-02-13,2018-03-09,2018-03-13,5,2018-03-12
ff06aaf9b1981f095765f110f7108238,61.2,6,1,2018-05-30,2018-06-11,2018-07-04,5,2018-06-12
af4e80c11131aeea396dbe2c57adea1e,2.79,3,-1,2018-02-26,2018-03-08,2018-03-13,5,2018-03-09
af4e80c11131aeea396dbe2c57adea1e,26.61,4,1,2018-06-19,2018-07-18,2018-07-24,5,2018-07-19
98a0cc0e0cafc569e625a2ae225ae580,16.23,2,1,2018-03-23,2018-04-11,2018-04-13,5,2018-04-12
98a0cc0e0cafc569e625a2ae225ae580,14.24,3,-1,2018-06-21,2018-07-23,2018-07-26,5,2018-07-24
6ae725567fa55570a2d9f29433a4412f,2.98,1,-1,2018-02-13,2018-03-01,2018-03-02,5,2018-03-02
6ae725567fa55570a2d9f29433a4412f,5.59,2,-1,2018-03-02,2018-03-15,2018-03-19,5,2018-03-16
6ae725567fa55570a2d9f29433a4412f,5.92,2,-1,2018-03-21,2018-04-12,2018-04-16,5,2018-04-13
6ae725567fa55570a2d9f29433a4412f,7.04,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
6ae725567fa55570a2d9f29433a4412f,4.63,2,-1,2018-07-03,2018-07-12,2018-07-16,5,2018-07-13
161f645bc4b0617b196c30e289a1ed76,13.32,3,-1,2018-02-27,2018-03-08,2018-03-13,5,2018-03-09
161f645bc4b0617b196c30e289a1ed76,9.93,1,-1,2018-06-19,2018-06-29,2018-07-02,5,2018-07-02
1f6e20fdb1e432e5444494c65a824f0e,13.0,2,-1,2018-02-22,2018-03-02,2018-03-06,5,2018-03-05
1f6e20fdb1e432e5444494c65a824f0e,9.96,1,-1,2018-03-27,2018-04-10,2018-04-11,5,2018-04-11
1f6e20fdb1e432e5444494c65a824f0e,18.1,3,0,2018-04-13,2018-05-02,2018-05-07,5,2018-05-03
1f6e20fdb1e432e5444494c65a824f0e,5.58,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
1f6e20fdb1e432e5444494c65a824f0e,3.77,3,-1,2018-06-29,2018-07-20,2018-07-25,5,2018-07-23
dc8bb7b5f6e2481a0860b56011c56bf3,6.08,3,-1,2018-03-06,2018-05-08,2018-05-11,5,2018-05-09
dc8bb7b5f6e2481a0860b56011c56bf3,5.06,1,-1,2018-06-19,2018-07-13,2018-07-16,5,2018-07-16
778dcdb691a2b29a92f4fba81c61e40d,7.79,1,-1,2018-04-02,2018-04-17,2018-04-18,5,2018-04-18
778dcdb691a2b29a92f4fba81c61e40d,5.47,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
aff3a64f06229fc70c9981e5f626869a,6.44,2,-1,2018-03-12,2018-03-26,2018-03-28,5,2018-03-27
aff3a64f06229fc70c9981e5f626869a,12.92,2,0,2018-03-28,2018-05-03,2018-05-07,5,2018-05-04
aff3a64f06229fc70c9981e5f626869a,7.78,1,-1,2018-05-07,2018-05-18,2018-05-21,5,2018-05-21
aff3a64f06229fc70c9981e5f626869a,8.12,2,-1,2018-06-19,2018-06-28,2018-07-02,5,2018-06-29
aff3a64f06229fc70c9981e5f626869a,6.57,2,-1,2018-07-09,2018-07-23,2018-07-25,5,2018-07-24
aff3a64f06229fc70c9981e5f626869a,16.17,3,0,2018-07-27,2018-08-08,2018-08-13,5,2018-08-09
47320d83b1d8b6e4ba2380f73404f3b4,4.73,2,-1,2018-04-17,2018-05-11,2018-05-15,5,2018-05-14
bbc747a8d61f72fed3808f7b6ba4a545,4.98,1,-1,2018-05-03,2018-05-14,2018-05-15,5,2018-05-15
bbc747a8d61f72fed3808f7b6ba4a545,9.77,1,-1,2018-05-15,2018-05-30,2018-05-31,5,2018-05-31
05527c70c9810af41701f4ae8d4a22b0,21.16,6,-1,2018-02-13,2018-03-02,2018-03-12,5,2018-03-05
05527c70c9810af41701f4ae8d4a22b0,8.41,2,-1,2018-03-12,2018-04-26,2018-05-02,5,2018-04-27
05527c70c9810af41701f4ae8d4a22b0,6.71,2,-1,2018-06-19,2018-06-28,2018-07-02,5,2018-06-29
1f50d5d55a8c548abf34ca7c83aea4d0,15.18,2,0,2018-02-13,2018-03-19,2018-03-21,5,2018-03-20
5bb6b6c8e9b559ae1c893339aef41fbc,6.73,2,-1,2018-07-12,2018-08-10,2018-08-14,5,2018-08-13
2a6bf23938503f7a6be3c4c40ff924c3,15.04,2,-1,2018-02-13,2018-03-05,2018-03-07,5,2018-03-06
2a6bf23938503f7a6be3c4c40ff924c3,10.01,1,0,2018-03-07,2018-03-19,2018-03-20,5,2018-03-20
858d51b8e8fe4ff042dd5bddef384823,2.79,2,-1,2018-02-13,2018-04-27,2018-05-03,5,2018-05-02
b0f0662055106567a9414c3590a21a0c,21.04,2,0,2018-06-28,2018-07-24,2018-07-26,5,2018-07-25
efb78757723c15055f1d0d03688430bb,12.25,2,0,2018-06-19,2018-06-29,2018-07-03,5,2018-07-02
f606986a58354343ac6eeaafdbd7920b,5.62,2,-1,2018-03-01,2018-03-09,2018-03-13,5,2018-03-12
2f0113463f6d7d907dd89d87f50083ac,5.53,3,-1,2018-06-19,2018-07-11,2018-07-16,5,2018-07-12
cbb0271bc8e5ca41a74cb7ff95251f9f,9.02,2,-1,2018-02-28,2018-03-09,2018-03-13,5,2018-03-12
cbb0271bc8e5ca41a74cb7ff95251f9f,15.96,3,-1,2018-05-08,2018-06-05,2018-06-08,5,2018-06-06
cbb0271bc8e5ca41a74cb7ff95251f9f,14.06,4,-1,2018-06-19,2018-07-06,2018-07-12,5,2018-07-09
0684134bcc0a8224fcda7914d321e734,21.03,2,1,2018-06-21,2018-07-16,2018-07-18,5,2018-07-17
3a65f82eb47e33b08cab1a0dda690fb1,7.66,4,-1,2018-02-13,2018-03-07,2018-03-13,5,2018-03-08
3a65f82eb47e33b08cab1a0dda690fb1,10.09,1,0,2018-03-13,2018-05-31,2018-06-01,5,2018-06-01
3a65f82eb47e33b08cab1a0dda690fb1,3.46,2,-1,2018-07-11,2018-07-25,2018-07-27,5,2018-07-26
7a79bc965343128ff2847fe455c1dcea,3.65,1,-1,2018-02-28,2018-03-15,2018-03-16,5,2018-03-16
7a79bc965343128ff2847fe455c1dcea,6.79,4,-1,2018-03-16,2018-03-30,2018-04-09,5,2018-04-02
7a79bc965343128ff2847fe455c1dcea,8.82,4,-1,2018-04-09,2018-04-27,2018-05-07,5,2018-05-02
6215a38c61d86e0b0569c8966fbc537e,3.8,3,-1,2018-02-22,2018-03-15,2018-03-20,5,2018-03-16
6215a38c61d86e0b0569c8966fbc537e,5.73,3,-1,2018-03-20,2018-04-03,2018-04-10,5,2018-04-04
6215a38c61d86e0b0569c8966fbc537e,9.0,1,-1,2018-04-23,2018-05-08,2018-05-09,5,2018-05-09
6215a38c61d86e0b0569c8966fbc537e,10.12,1,-1,2018-06-19,2018-07-23,2018-07-24,5,2018-07-24
6215a38c61d86e0b0569c8966fbc537e,10.09,3,-1,2018-07-24,2018-08-06,2018-08-09,5,2018-08-07
232fc8b4cd5534e7b83faffb11d0c47e,3.18,1,-1,2018-02-27,2018-03-09,2018-03-12,5,2018-03-12
232fc8b4cd5534e7b83faffb11d0c47e,14.95,3,-1,2018-03-12,2018-04-03,2018-04-10,5,2018-04-04
232fc8b4cd5534e7b83faffb11d0c47e,5.05,2,-1,2018-04-10,2018-04-18,2018-04-20,5,2018-04-19
232fc8b4cd5534e7b83faffb11d0c47e,10.96,4,-1,2018-04-20,2018-05-04,2018-05-10,5,2018-05-07
232fc8b4cd5534e7b83faffb11d0c47e,5.32,4,-1,2018-07-06,2018-07-19,2018-07-25,5,2018-07-20
232fc8b4cd5534e7b83faffb11d0c47e,7.47,2,-1,2018-07-25,2018-08-10,2018-08-14,5,2018-08-13
1b5e91d974c57087daec84037662e458,9.95,1,0,2018-05-30,2018-06-19,2018-06-20,5,2018-06-20
7438c76bc64202c1eccd2a0eeb6fa2b7,5.16,2,-1,2018-02-26,2018-03-09,2018-03-13,5,2018-03-12
7438c76bc64202c1eccd2a0eeb6fa2b7,4.05,2,-1,2018-06-19,2018-07-11,2018-07-13,5,2018-07-12
31a0f834f14dcc6e96e1c16f18e0f1e0,3.75,2,-1,2018-02-26,2018-03-09,2018-03-13,5,2018-03-12
31a0f834f14dcc6e96e1c16f18e0f1e0,2.56,2,-1,2018-03-15,2018-04-04,2018-04-10,5,2018-04-09
31a0f834f14dcc6e96e1c16f18e0f1e0,12.99,3,2,2018-04-12,2018-04-23,2018-04-26,5,2018-04-24
31a0f834f14dcc6e96e1c16f18e0f1e0,21.08,2,1,2018-04-26,2018-05-14,2018-05-16,5,2018-05-15
31a0f834f14dcc6e96e1c16f18e0f1e0,21.75,5,-1,2018-06-21,2018-07-03,2018-07-10,5,2018-07-04
31a0f834f14dcc6e96e1c16f18e0f1e0,13.95,4,-1,2018-07-10,2018-07-24,2018-07-30,5,2018-07-25
a4d4f46291fde1c840a44cebe6d6c04e,2.73,2,-1,2018-02-14,2018-03-09,2018-03-13,5,2018-03-12
a4d4f46291fde1c840a44cebe6d6c04e,9.96,1,0,2018-03-13,2018-03-22,2018-03-23,5,2018-03-23
a4d4f46291fde1c840a44cebe6d6c04e,4.76,1,-1,2018-07-06,2018-07-25,2018-07-26,5,2018-07-26
04f855a5844ce30d8a5de8ac1452afe5,7.44,1,-1,2018-04-03,2018-04-27,2018-05-02,5,2018-05-02
04f855a5844ce30d8a5de8ac1452afe5,6.92,1,-1,2018-05-08,2018-05-30,2018-05-31,5,2018-05-31
04f855a5844ce30d8a5de8ac1452afe5,22.66,6,-1,2018-06-26,2018-07-06,2018-07-16,5,2018-07-09
04f855a5844ce30d8a5de8ac1452afe5,6.94,1,-1,2018-07-16,2018-07-30,2018-07-31,5,2018-07-31
f5c2b31a1e2a7e661430982992f13b2e,9.92,1,0,2018-06-28,2018-07-26,2018-07-27,5,2018-07-27
e277651ccabb6feec85fa9f246be7fd1,4.02,1,-1,2018-07-11,2018-07-24,2018-07-25,5,2018-07-25
43a73583414fdcacf0a19ffef8d46f7d,16.46,2,-1,2018-06-21,2018-07-23,2018-07-25,5,2018-07-24
43a73583414fdcacf0a19ffef8d46f7d,15.48,2,-1,2018-07-26,2018-08-08,2018-08-10,5,2018-08-09
5d3b811d648b886677608ff62b7e1903,3.6,1,-1,2018-04-27,2018-05-16,2018-05-17,5,2018-05-17
5d3b811d648b886677608ff62b7e1903,3.48,2,-1,2018-06-19,2018-06-29,2018-07-03,5,2018-07-02
5d3b811d648b886677608ff62b7e1903,6.81,3,-1,2018-07-06,2018-07-23,2018-07-26,5,2018-07-24
af2172f2fbfc0707bcc714d6234c75fc,9.98,1,0,2018-06-21,2018-08-06,2018-08-07,5,2018-08-07
0818189c45c2f88c96a828abaf77869f,4.73,2,-1,2018-02-13,2018-03-08,2018-03-12,5,2018-03-09
0818189c45c2f88c96a828abaf77869f,6.28,3,-1,2018-06-19,2018-07-23,2018-07-26,5,2018-07-24
190f71224f1fa5d6e08afb2265c16cb0,15.89,6,-1,2018-03-05,2018-03-26,2018-04-03,5,2018-03-27
190f71224f1fa5d6e08afb2265c16cb0,8.49,3,-1,2018-04-03,2018-04-24,2018-04-27,5,2018-04-25
190f71224f1fa5d6e08afb2265c16cb0,4.58,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
bbb1b8a84c24dd2bc17cd2022a838a7a,10.02,1,0,2018-02-13,2018-03-05,2018-03-06,5,2018-03-06
bbb1b8a84c24dd2bc17cd2022a838a7a,6.24,2,-1,2018-04-10,2018-05-11,2018-05-15,5,2018-05-14
bbb1b8a84c24dd2bc17cd2022a838a7a,4.18,5,-1,2018-07-02,2018-07-27,2018-08-03,5,2018-07-30
365cfdbe776f319527c2bb064075bd86,4.18,4,-1,2018-02-13,2018-03-07,2018-03-13,5,2018-03-08
365cfdbe776f319527c2bb064075bd86,10.03,1,-1,2018-03-13,2018-05-17,2018-05-18,5,2018-05-18
365cfdbe776f319527c2bb064075bd86,8.41,1,-1,2018-06-25,2018-07-25,2018-07-26,5,2018-07-26
365cfdbe776f319527c2bb064075bd86,12.34,3,-1,2018-07-26,2018-08-06,2018-08-09,5,2018-08-07
9e63fee4e44ce9d0ffba1257ae311e34,7.23,2,-1,2018-02-14,2018-03-08,2018-03-12,5,2018-03-09
9e63fee4e44ce9d0ffba1257ae311e34,6.3,2,-1,2018-06-19,2018-06-27,2018-06-29,5,2018-06-28
9e63fee4e44ce9d0ffba1257ae311e34,2.56,1,-1,2018-06-29,2018-07-24,2018-07-25,5,2018-07-25
59c8a739129db9a9eefc8accdf8de7ac,5.36,2,-1,2018-02-13,2018-03-08,2018-03-12,5,2018-03-09
0cdd2f9431187a7032d256b95c5ec6c8,3.54,3,-1,2018-02-14,2018-03-07,2018-03-12,5,2018-03-08
ba44b3686fce58fb82da10c6361aefc8,6.46,1,-1,2018-06-26,2018-07-05,2018-07-06,5,2018-07-06
ba44b3686fce58fb82da10c6361aefc8,12.06,2,0,2018-07-06,2018-07-20,2018-07-24,5,2018-07-23
ea84255d1e10bc291bb25529fe139599,10.02,1,-1,2018-03-01,2018-03-19,2018-03-20,5,2018-03-20
ea84255d1e10bc291bb25529fe139599,9.97,1,0,2018-03-23,2018-04-11,2018-04-12,5,2018-04-12
ea84255d1e10bc291bb25529fe139599,2.54,1,-1,2018-04-12,2018-04-26,2018-04-27,5,2018-04-27
5e0b2cd8712b60a391c69f60a00cef36,15.03,4,3,2018-02-27,2018-03-08,2018-03-14,5,2018-03-09
5e0b2cd8712b60a391c69f60a00cef36,20.24,6,-1,2018-03-14,2018-03-28,2018-04-09,5,2018-03-29
5e0b2cd8712b60a391c69f60a00cef36,21.01,2,0,2018-04-23,2018-05-17,2018-05-21,5,2018-05-18
5e0b2cd8712b60a391c69f60a00cef36,6.37,1,-1,2018-06-22,2018-07-24,2018-07-25,5,2018-07-25
74ec755ec4401cce4ccb9542af2a2cfc,8.57,3,-1,2018-02-22,2018-03-02,2018-03-07,5,2018-03-05
74ec755ec4401cce4ccb9542af2a2cfc,13.1,2,0,2018-04-18,2018-04-27,2018-05-03,5,2018-05-02
74ec755ec4401cce4ccb9542af2a2cfc,7.73,1,-1,2018-05-03,2018-05-11,2018-05-14,5,2018-05-14
8fa22843acec533688a731ec92ef39c2,4.44,1,-1,2018-07-06,2018-07-25,2018-07-26,5,2018-07-26
ddafffe8c448e2156e2b4192f1db2936,2.54,2,-1,2018-02-26,2018-03-08,2018-03-12,5,2018-03-09
ddafffe8c448e2156e2b4192f1db2936,15.13,3,0,2018-06-01,2018-06-14,2018-06-20,5,2018-06-15
70980a05a7386769cfcfe4028562db13,13.24,2,1,2018-02-27,2018-03-09,2018-03-13,5,2018-03-12
70980a05a7386769cfcfe4028562db13,9.96,1,0,2018-06-26,2018-07-05,2018-07-06,5,2018-07-06
8ef94047b7c11f54d03c5a6b2a048d81,21.09,2,1,2018-07-06,2018-08-01,2018-08-03,5,2018-08-02
29a66da8e9451e3a256972c9dc3a9c50,12.63,5,-1,2018-02-13,2018-02-28,2018-03-07,5,2018-03-01
29a66da8e9451e3a256972c9dc3a9c50,16.33,2,-1,2018-03-07,2018-03-29,2018-04-02,5,2018-03-30
29a66da8e9451e3a256972c9dc3a9c50,53.47,6,2,2018-06-21,2018-07-13,2018-07-23,5,2018-07-16
49a8ec1496df3f56203ee5b4799c3634,5.46,2,-1,2018-06-20,2018-07-25,2018-07-27,5,2018-07-26
9594069a4fd588f9477049df0c915035,3.67,1,-1,2018-02-13,2018-02-28,2018-03-01,5,2018-03-01
9616a39ec2953985987356f8432e5fed,8.24,2,-1,2018-02-13,2018-03-08,2018-03-12,5,2018-03-09
9616a39ec2953985987356f8432e5fed,90.22,8,1,2018-06-21,2018-07-18,2018-08-01,5,2018-07-19
ec53ffb324b62ef5ddf9e83c08b32688,53.12,6,4,2018-02-13,2018-03-07,2018-03-15,5,2018-03-08
ec53ffb324b62ef5ddf9e83c08b32688,7.32,1,-1,2018-04-18,2018-04-27,2018-05-02,5,2018-05-02
ec53ffb324b62ef5ddf9e83c08b32688,10.04,1,-1,2018-06-19,2018-07-30,2018-07-31,5,2018-07-31
74e32651c1de0369c387393ec12eeacf,12.54,2,0,2018-03-26,2018-04-18,2018-04-20,5,2018-04-19
74e32651c1de0369c387393ec12eeacf,9.97,1,-1,2018-04-20,2018-05-07,2018-05-08,5,2018-05-08
74e32651c1de0369c387393ec12eeacf,20.93,2,1,2018-06-19,2018-07-16,2018-07-18,5,2018-07-17
577c23c230a78ee2a2c1f248410dbda8,3.17,1,-1,2018-02-22,2018-03-13,2018-03-14,5,2018-03-14
577c23c230a78ee2a2c1f248410dbda8,15.38,3,0,2018-03-14,2018-03-28,2018-04-02,5,2018-03-29
577c23c230a78ee2a2c1f248410dbda8,7.62,2,-1,2018-04-02,2018-05-04,2018-05-08,5,2018-05-07
1bbfd450c9edccfcbb9c74d16ca0d43f,7.47,2,-1,2018-02-27,2018-03-08,2018-03-12,5,2018-03-09
1bbfd450c9edccfcbb9c74d16ca0d43f,9.98,1,0,2018-04-18,2018-05-02,2018-05-03,5,2018-05-03
1bbfd450c9edccfcbb9c74d16ca0d43f,6.29,2,-1,2018-05-03,2018-05-18,2018-05-22,5,2018-05-21
1bbfd450c9edccfcbb9c74d16ca0d43f,5.47,1,-1,2018-06-21,2018-07-02,2018-07-03,5,2018-07-03
1bbfd450c9edccfcbb9c74d16ca0d43f,15.16,3,0,2018-07-03,2018-07-11,2018-07-16,5,2018-07-12
757ed455ea64ec6539add11e65d9e552,6.12,1,-1,2018-02-22,2018-03-02,2018-03-05,5,2018-03-05
757ed455ea64ec6539add11e65d9e552,6.58,1,-1,2018-03-23,2018-04-17,2018-04-18,5,2018-04-18
757ed455ea64ec6539add11e65d9e552,3.99,1,-1,2018-06-19,2018-06-28,2018-06-29,5,2018-06-29
757ed455ea64ec6539add11e65d9e552,37.34,4,1,2018-06-29,2018-07-13,2018-07-19,5,2018-07-16
89f1a7289e0d2b60acd9b9b6c3abdead,14.53,3,-1,2018-07-11,2018-07-23,2018-07-26,5,2018-07-24
a3cdea2a72933cce682c1714d790356b,8.34,2,-1,2018-02-27,2018-03-08,2018-03-12,5,2018-03-09
a3cdea2a72933cce682c1714d790356b,5.79,1,-1,2018-03-12,2018-03-21,2018-03-22,5,2018-03-22
a3cdea2a72933cce682c1714d790356b,16.41,2,0,2018-03-22,2018-04-12,2018-04-16,5,2018-04-13
