brk_end,code,created,date,stage,xt_end,xt_start
,d8511193febfe207f5785c96c943d8d2,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,2a7d1ff97fda699277849738bd34b19c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,2a7d1ff97fda699277849738bd34b19c,2018-08-29,2018-08-15,4,2018-08-15,2018-07-19
,0f9d03505dadbde76acab08653f8c777,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,bad9d11f93d6cd74f868e915eefd4028,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,b42c3e9cd57ace52a9762f5dfeb4f4d6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,b42c3e9cd57ace52a9762f5dfeb4f4d6,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,33478756a65bd01b02f4a6ef0cadf5de,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,4951a524ac23366b0746f1a6c00e1ed5,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
,4951a524ac23366b0746f1a6c00e1ed5,2018-08-29,2018-08-07,4,2018-08-07,2018-07-19
,c4c2fde4d0ad9a333cff1c9afb9e4049,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,580e6029e6d7f3264ea85b02bb8c2df0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
,1f19a2f1c860bdca155d7077b2a5753c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,25ece41468840a48f8171c6fbc63bcaf,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
,25ece41468840a48f8171c6fbc63bcaf,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,1bc01bdd7034289669a5bf8e77ed8806,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
,db582e7783e8dba96ab0da8ff6a618a6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-14
2018-08-14,db582e7783e8dba96ab0da8ff6a618a6,2018-08-29,2018-08-14,6,2018-08-10,2018-07-17
,9f412519a72282ba74718e899225a29b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,9f412519a72282ba74718e899225a29b,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,84629ef241f8984a557dfddc1de4ce68,2018-08-29,2018-08-29,2,2018-08-29,2018-07-26
2018-07-26,84629ef241f8984a557dfddc1de4ce68,2018-08-29,2018-07-26,6,2018-07-25,2018-07-17
2018-08-16,427e84bcc483a97ebe7464790536df11,2018-08-29,2018-08-16,6,2018-08-15,2018-07-17
,f85e4c1b07f8ccfa0dfbf29e511c6d52,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,699cce7869b6b259433fbdeace4f863f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-15
2018-08-13,699cce7869b6b259433fbdeace4f863f,2018-08-29,2018-08-13,6,2018-08-10,2018-07-17
,5caffde1ae6bfbb945998d8b614b750b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-20
,9ed9ad2d890ca7e5a3839e80b9a01dd3,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,fc928163e7100b3d7aa22598c76a6f15,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,9dcab060412f50359aba0133655e62f8,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
,9dcab060412f50359aba0133655e62f8,2018-08-29,2018-07-30,4,2018-07-30,2018-07-17
2018-08-22,f8626713e9d74d690e7734413e27ec49,2018-08-29,2018-08-22,6,2018-08-21,2018-08-06
2018-07-27,f8626713e9d74d690e7734413e27ec49,2018-08-29,2018-07-27,6,2018-07-25,2018-07-17
,10f8fb68bbf2c12c9b191720177a190f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,3f37c4f13c1a8dbcce6b5d54aba77367,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,3f37c4f13c1a8dbcce6b5d54aba77367,2018-08-29,2018-08-14,4,2018-08-14,2018-07-26
,c93323099f788a97200508f799a02c16,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,1df630b34ec92a14f31953fc1cf1986e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,eeed1193552510f2e47fb7c60ed7feec,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,9088f7b1216a6ca836c9ab5d7bd4931a,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
,9088f7b1216a6ca836c9ab5d7bd4931a,2018-08-29,2018-07-30,4,2018-07-30,2018-07-17
,2e50f4acde4a4495e7d5486d666d2f94,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,3b64a6cc5bfedb841671a4e70f8738c0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,3b64a6cc5bfedb841671a4e70f8738c0,2018-08-29,2018-08-10,4,2018-08-10,2018-07-17
,e10ad7a3417a81e086956d694d32cd00,2018-08-29,2018-08-29,2,2018-08-29,2018-08-15
2018-08-15,e10ad7a3417a81e086956d694d32cd00,2018-08-29,2018-08-15,6,2018-08-14,2018-08-02
,4cef7f8cd4d4bef177eb5edfac4d771b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,4f02b4f746b3a0539429c2fe6f776146,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,fcd895f65f9c7a035b21fa8ac3936972,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,a3e043c023be3f9220cb8e660dd4fb83,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,ff6f2ba28ea6cc99ec8325ffc9bf5912,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,ff6f2ba28ea6cc99ec8325ffc9bf5912,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,553f373dab70bd80b2127251d93b1da2,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-29,51d9d6522e70d3849c0df3bd6acbe2cf,2018-08-29,2018-08-29,5,2018-08-28,2018-08-06
,ca36fc573ba076a05cb1eaffe0a84981,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,ca36fc573ba076a05cb1eaffe0a84981,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,f67e8cd03844a97d6daf9bf8ea05032f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,8a020486eaa1d1d7953cbdb846433665,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,f682ec93890981c2c63c7c3a866970dc,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,c51fc71164af1b1816eef4cac99b73d4,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
2018-07-31,c51fc71164af1b1816eef4cac99b73d4,2018-08-29,2018-07-31,6,2018-07-30,2018-07-18
,a42b4baeae2918c918eb78a86d6e9fc0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-16
,a42b4baeae2918c918eb78a86d6e9fc0,2018-08-29,2018-08-14,4,2018-08-14,2018-07-18
,9f8db0efb1b72a79df4ea21aeacfb6ab,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,17fdd40aa6755a2509a9720495c934da,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,1bca7e7174660e22b6972c94cd77f1d7,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,4b15fed7acd03827f131d4ae90f641f6,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,63a490d0ad5b4712adfcb91622365f0d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
2018-07-31,63a490d0ad5b4712adfcb91622365f0d,2018-08-29,2018-07-31,6,2018-07-30,2018-07-17
,6b4dbde9eb06eb2d6a21dcf4b40023bc,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,82c33bebf76b100bb72d27530ce6e79d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,d966b07d55d7010e6e1dcf158cce4525,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,ae96d8e636be9c197150b38c885e9aa9,2018-08-29,2018-08-29,2,2018-08-29,2018-08-09
2018-08-09,ae96d8e636be9c197150b38c885e9aa9,2018-08-29,2018-08-09,6,2018-08-06,2018-07-24
,194501cc1a87a832c25375fc9d6abd9a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,1fdaef4b79abea98f2422c1ceb447f41,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,c1174c750b0f4515e41911efc2412f0c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
2018-08-22,b11c7276bcc2b88c61e5fbaf38b4f6f8,2018-08-29,2018-08-22,6,2018-08-20,2018-07-18
,ec1b8b829ce95c97053f80a42bf8c0c8,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,91af6c2de35f80c0dc1bd373cd954043,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,522dd4b3e32585952225c8c4bddbc78b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,764e9323429d981e2e6890d3264386aa,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-23,2bb3ced432909d13cfba7f3d744a720d,2018-08-29,2018-08-23,6,2018-08-22,2018-08-06
,2bb3ced432909d13cfba7f3d744a720d,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,f61b57ebe0449a9be4b5d56e144c52b0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,f61b57ebe0449a9be4b5d56e144c52b0,2018-08-29,2018-08-16,4,2018-08-16,2018-07-17
,756835b28ef7e8c3437818459ca5ba49,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
2018-08-21,756835b28ef7e8c3437818459ca5ba49,2018-08-29,2018-08-21,6,2018-08-14,2018-07-18
,88b247d0ccfda772c62831364953b350,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,0dd3575a278d7c692c2b830cfb73d464,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-23,2abdd49a0dd0243d7cde74eaef693eda,2018-08-29,2018-08-23,6,2018-08-22,2018-08-10
,2abdd49a0dd0243d7cde74eaef693eda,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,5065ac82c5e3f71c7fa5c18c3a52010a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,093fd07da5e4815fd0ac66b57f491a68,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,4ed2da87505523b3f07b187c8d811dcb,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,4ed2da87505523b3f07b187c8d811dcb,2018-08-29,2018-08-15,4,2018-08-15,2018-07-25
,0f06a4623958af5b5ab705d1c68ed6b2,2018-08-29,2018-08-21,4,2018-08-21,2018-07-18
,57c2225702ffb2b22ffe67025d97ab13,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,fd708def317a52aa9c1f94b88743a1d7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,e48756dc2bbbcf7893fd1759f323fca0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
2018-08-03,e48756dc2bbbcf7893fd1759f323fca0,2018-08-29,2018-08-03,6,2018-07-31,2018-07-17
,f208f735ffb60b4a19b8afef3f20a237,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,8d4e8cdbb8045a00efc64e79156d5883,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,c4bfcb2730f5740e4a68a6c4ab889252,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,c4bfcb2730f5740e4a68a6c4ab889252,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,009217b552c91f99c359b17be381c0c1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,85b556a67236781e26ddda5866241c31,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,b01278fde90028e98bd323937a732bfc,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
2018-08-07,b01278fde90028e98bd323937a732bfc,2018-08-29,2018-08-07,6,2018-08-03,2018-07-25
,1b4ed5e3c4cc011aee35f2a3fd9362ac,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,4511b43faef926ce043a058d99b405e5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,8189c9de66dca7857d1cfd91d13eb6f3,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,8189c9de66dca7857d1cfd91d13eb6f3,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,45bd74cd53dbebd1dfd3cb0fc046a8ca,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,e52fd5c870b82e1166d930873b5bff3a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,18ced631eab41ae0a294d66fbb7011d0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,d004df1bd00ff557c8a4cc087aa06961,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,409945f2ad3f1645cb397efb8a9f8e59,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,409945f2ad3f1645cb397efb8a9f8e59,2018-08-29,2018-07-30,4,2018-07-30,2018-07-18
,4b5575590893accc4c90fc2d53781d3c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-07,4b5575590893accc4c90fc2d53781d3c,2018-08-29,2018-08-07,6,2018-08-02,2018-07-18
,8b6fe0b38be44addb3e658dd6a43c096,2018-08-29,2018-08-15,4,2018-08-15,2018-08-06
,8b6fe0b38be44addb3e658dd6a43c096,2018-08-29,2018-08-03,4,2018-08-03,2018-07-18
,893bd517b3cc3ce46ea9a42559b5b912,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
,893bd517b3cc3ce46ea9a42559b5b912,2018-08-29,2018-08-16,4,2018-08-16,2018-08-06
,893bd517b3cc3ce46ea9a42559b5b912,2018-08-29,2018-07-27,4,2018-07-27,2018-07-17
,c30162798b8a0f67811869d2ac4363c5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,f88b587e12d1d8b7f2a4339e6619610b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
2018-08-07,f88b587e12d1d8b7f2a4339e6619610b,2018-08-29,2018-08-07,6,2018-08-06,2018-07-24
,86057f47df9c0beaeceb9b8733f84981,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,d528d49ab99a3d8f4d64f3f883f9bcb7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
,d528d49ab99a3d8f4d64f3f883f9bcb7,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
2018-08-28,2be807a1195886c702ff4f764c20a46e,2018-08-29,2018-08-28,6,2018-08-23,2018-08-14
2018-08-14,2be807a1195886c702ff4f764c20a46e,2018-08-29,2018-08-14,6,2018-08-08,2018-07-25
,3708d745faccb4ccefd0c66f0e5dc7ae,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,bfd66a286dbded167ad080f128ce809a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,a1a4266499a62812ad32f2781cd68b76,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
2018-07-30,a1a4266499a62812ad32f2781cd68b76,2018-08-29,2018-07-30,6,2018-07-26,2018-07-18
,785a4c3a6788e7968f30481196e3c2a5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,5afb2595fee6f0c4704c557635011d73,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,67060c2223d0a88f18804cdccd7e9f9c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,7a42c57998e3ea31bcf4f0231b3eacc6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,7a42c57998e3ea31bcf4f0231b3eacc6,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,528b1f6981f8a474583269345d0c006f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,72069e71f8608c1a72997ffaabe74399,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-27,96b40059a6ad4a71b60cae043fd9f562,2018-08-29,2018-08-27,6,2018-08-24,2018-08-07
,9303b75b87d718c5ad700e1e9b23a65c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,9303b75b87d718c5ad700e1e9b23a65c,2018-08-29,2018-08-14,4,2018-08-14,2018-07-18
,1f90db0ecaffbba3e4cf0c1346d3e72b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,fda3ae6e2c99929f7004cd14e781c30b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,473727b47e00185167b2ac7ecf99063b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,473727b47e00185167b2ac7ecf99063b,2018-08-29,2018-08-02,4,2018-08-02,2018-07-17
,e79c906360d3f42efa8dd427253f8287,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
,e79c906360d3f42efa8dd427253f8287,2018-08-29,2018-08-03,4,2018-08-03,2018-07-19
,3ee6c7b75ed5981beea5dbe4acb03a12,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,7d5b2a19e28c014e49388e49fa3e58a4,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-09,7d5b2a19e28c014e49388e49fa3e58a4,2018-08-29,2018-08-09,6,2018-08-07,2018-07-19
,e801038ff7a696a5a67d4284f0346e0d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-27,56e51b9b71f234548f10c5572c3bbfc0,2018-08-29,2018-08-27,6,2018-08-22,2018-08-14
2018-08-14,56e51b9b71f234548f10c5572c3bbfc0,2018-08-29,2018-08-14,6,2018-08-13,2018-07-31
2018-07-31,56e51b9b71f234548f10c5572c3bbfc0,2018-08-29,2018-07-31,6,2018-07-27,2018-07-17
,ae109e1d45bf3242d73e976127fb9b38,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,554d32670ac3cdf7a38b71b8d3c7f37c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,554d32670ac3cdf7a38b71b8d3c7f37c,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,b97eb95f66bdcadd72a488fd3500ebd6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-08-02,b97eb95f66bdcadd72a488fd3500ebd6,2018-08-29,2018-08-02,6,2018-07-31,2018-07-18
,8666687631127fe1367e7206b13ac6eb,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,4be9861e1bae1a27a0f18b81c92ba235,2018-08-29,2018-08-29,2,2018-08-29,2018-07-20
,2b8bd2021f2b5827226fc51214ae68c6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-17,2b8bd2021f2b5827226fc51214ae68c6,2018-08-29,2018-08-17,6,2018-08-16,2018-08-07
,fa356d5dc9a30522576acc6d530c2fb2,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,fa356d5dc9a30522576acc6d530c2fb2,2018-08-29,2018-07-31,4,2018-07-31,2018-07-23
,12fb7edc2f2db55e1cd88142750c9869,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,12fb7edc2f2db55e1cd88142750c9869,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,31021fe2beeb2dc4bc731274950defec,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,ac4ecfb4d4ad46962161b77b9f792a90,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,ac4ecfb4d4ad46962161b77b9f792a90,2018-08-29,2018-08-14,4,2018-08-14,2018-07-17
,c6482a7d1cfcc6a125e4045e87f09962,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,c6482a7d1cfcc6a125e4045e87f09962,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,305c1497c945eb577dbe8508d0dc2b97,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-02,305c1497c945eb577dbe8508d0dc2b97,2018-08-29,2018-08-02,6,2018-08-01,2018-07-18
,7458240ed2093dc56d1fd676bcee5d62,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-07-30,7458240ed2093dc56d1fd676bcee5d62,2018-08-29,2018-07-30,6,2018-07-27,2018-07-17
2018-08-22,aa2d3a9ddbb0987b0f1afac18a545338,2018-08-29,2018-08-22,6,2018-08-20,2018-08-06
,cf8c3f7ef6760d72b258de6fe29fc344,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
2018-08-13,f19103a2706f5ce27980b93f72da9316,2018-08-29,2018-08-13,6,2018-08-09,2018-07-25
,5b8d6fa9a210d7b85b7bad83eb217a6b,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,5b8d6fa9a210d7b85b7bad83eb217a6b,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,e941635d52e8b00e601c96126f6d70ca,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,e941635d52e8b00e601c96126f6d70ca,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,b939ace629999db3577e9127ba6666ad,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,d53e49ba1553198cd8bd1851fec37aaf,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,d4003299aed1a6bcdbe50df631b389e3,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,fe837ef96557c10bd0282731300b8a95,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,990224f3848363187eb22fae32101510,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,606e79356de14e919b833d9f455021ba,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
2018-08-07,606e79356de14e919b833d9f455021ba,2018-08-29,2018-08-07,6,2018-08-02,2018-07-18
2018-08-22,0ff0f27163892c26db60609a4e39f089,2018-08-29,2018-08-22,6,2018-08-17,2018-07-24
,8dbe56bf03767b41cec675044eace4d7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-08,8dbe56bf03767b41cec675044eace4d7,2018-08-29,2018-08-08,6,2018-08-07,2018-07-17
,193a9fe697aa609f59007640e93de046,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,d0d6c415828872d372dd3b113db07486,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,f27ae005eb030ac7fb2344df69a6c118,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,f27ae005eb030ac7fb2344df69a6c118,2018-08-29,2018-08-16,4,2018-08-16,2018-07-17
,f0c91d5a6047119884e3199b89648555,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,307c13635f984a9fac74dd84b14f686f,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,ef410ff263121f4a9dbe7ba0d065d0c1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,e1077196f41de065cf7ac4911ef2b251,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,30ffc8ba271562a9f2223f6cf573008c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
2018-08-24,317d5a76c114f8212f823df6f1f1f967,2018-08-29,2018-08-24,6,2018-08-22,2018-08-14
2018-08-14,317d5a76c114f8212f823df6f1f1f967,2018-08-29,2018-08-14,6,2018-08-09,2018-07-19
,cd66ca40ed2f403810293f3e8d93e588,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,94b6cf64ed7f998e64b7c0068afaf673,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,0920055a4089face2f4e29514a640797,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-31,0920055a4089face2f4e29514a640797,2018-08-29,2018-07-31,6,2018-07-30,2018-07-17
,77c4633ff3d3d530423df2a4fa94fe23,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,4ce779943e97bb52bf9acb1ca78442b5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-22,a8c7cd4f29530fe29461d21c11c0d914,2018-08-29,2018-08-22,6,2018-08-21,2018-07-18
2018-08-28,1aa0de3d35c23b4a80bcce0ce67841f1,2018-08-29,2018-08-28,6,2018-08-24,2018-07-26
2018-08-29,0bc98fdb2a991ece237c21bb06e932e6,2018-08-29,2018-08-29,5,2018-08-27,2018-08-06
,0bc98fdb2a991ece237c21bb06e932e6,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,d41eb3881ed9a13866527531a9e6a7d9,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,7d5860b711c6f80511ea0c5407b921c0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,7d5860b711c6f80511ea0c5407b921c0,2018-08-29,2018-08-14,4,2018-08-14,2018-07-17
2018-08-24,405e51d46ec27b1127d19024d5583185,2018-08-29,2018-08-24,6,2018-08-23,2018-07-18
,1d287ae06532b440d13eda61a003269e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-14
2018-08-14,1d287ae06532b440d13eda61a003269e,2018-08-29,2018-08-14,6,2018-08-09,2018-07-18
,41ed734909a9fb323159b14bd527ae2e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-28,56a844ee97979a3214612b05fa35cc73,2018-08-29,2018-08-28,6,2018-08-24,2018-08-08
,56a844ee97979a3214612b05fa35cc73,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,a233d5fc0345f6d2cf475c2b9509e434,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,e55935b1a56f171e958022e6d491b3a6,2018-08-29,2018-08-29,2,2018-08-29,2018-08-21
2018-08-21,e55935b1a56f171e958022e6d491b3a6,2018-08-29,2018-08-21,6,2018-08-17,2018-08-06
,e55935b1a56f171e958022e6d491b3a6,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,cc395d102298d0096bf5a03d3a639b8f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,cc395d102298d0096bf5a03d3a639b8f,2018-08-29,2018-07-31,4,2018-07-31,2018-07-23
2018-08-29,db7e08cf521cc6eb9187f96d3570e07d,2018-08-29,2018-08-29,5,2018-08-24,2018-08-08
,db7e08cf521cc6eb9187f96d3570e07d,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,2b2882676e95d4856e4e88567cfb7b80,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
,3dac1d79bcdac88b9d5fd81f7addc2ef,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,3dac1d79bcdac88b9d5fd81f7addc2ef,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,a0db5e40f96e86887ef5d696f0090bc2,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-31,a0db5e40f96e86887ef5d696f0090bc2,2018-08-29,2018-07-31,6,2018-07-31,2018-07-19
,7ff13d2b37347b9afcfff42b968b8f65,2018-08-29,2018-08-29,2,2018-08-29,2018-08-02
,dccf0381e51e0c7ced483b32ba4a9bf3,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,dccf0381e51e0c7ced483b32ba4a9bf3,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,047025fe83a1e4199b742c0cd1066c3d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,047025fe83a1e4199b742c0cd1066c3d,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,7c8540a0bcce6334c751deea423f8044,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,89e75dc77958266d670518b43848dbb4,2018-08-29,2018-08-29,2,2018-08-29,2018-08-03
,099385ca43cc8e16f4d65661c46ddcd5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,16cd48107bcb8ec6ba2c7e404459c059,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-21,f5cca4a660f09a3a469f68c0a42a1ff9,2018-08-29,2018-08-21,6,2018-08-15,2018-08-06
,6fb1e1b2d4e38a2e3922a0a0c664a4ce,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,6fb1e1b2d4e38a2e3922a0a0c664a4ce,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,10f97b0d1ae9d6967a455b3d8db0cd1e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
